Ticker
DTE
BLL
CPRT
ED
KEYS
ZBRA
DELL
OKTA
PINS
HSY
ODFL
VFC
KDP
O
IP
WST
EPAM
VMC
VIAC
URI
TTD
EXPE
ARE
CERN
CDW
HIG
DLTR
OKE
WDC
HES
NTRS
MLM
RSG
TSN
FLT
KEY
W
PPL
CLX
RF
VRSN
MKC
OXY
TER
FTV
DOV
EXPD
TTWO
CFG
ETR
WORK
QRVO
TSCO
GRMN
BURL
CHD
XYL
HPE
AEE
HUBS
VTR
MGM
MTB
FE
RNG
TRU
ALLY
IT
INVH
NVCR
GWW
HAL
ANET
WAT
GNRC
EIX
SPLK
ETSY
LNG
LVS
ALB
TRMB
CZR
SGEN
COO
ESS
NDAQ
TFX
CE
KMX
TDY
EXR
AMCR
RCL
DRI
CAG
AKAM
UAL
VTRS
AVY
CCL
J
BR
BXP
GPC
HZNP
PODD
CMS
MAA
CINF
PEAK
ULTA
DGX
PFG
NTAP
SUI
OMC
IR
DRE
CTLT
MKTX
EMN
AES
ABC
COUP
SSNC
POOL
Z
DPZ
MKL
VICI
EXAS
IEX
K
CRL
NVR
PKI
CAH
ELAN
HOLX
ON
TYL
ALNY
HBAN
TDOC
PAYC
STE
RJF
BKR
AVTR
ZEN
TECH
LUMN
LB
DVN
PHM
MAS
ACGL
TXT
LKQ
ENTG
MDB
AAL
ENPH
WHR
INCY
WRK
MPWR
FMC
CVNA
NUAN
WAB
MOH
GME
NLOK
SJM
FBHS
BFB
JBHT
XRAY
LNT
PKG
SBNY
FICO
DDOG
BMRN
LYFT
CTXS
ZS
LDOS
EVRG
PTC
WYNN
HRL
HWM
UDR
SNA
CCK
GDDY
FANG
STNE
LNC
XPO
PCG
WSM
PWR
CGNX
FNF
L
ALLE
MTN
NLY
PENN
CHRW
WPC
IPG
VMW
RPRX
EQH
LYV
NDSN
BWA
ABMD
CNP
BIO
ATO
SEDG
FOXA
MOS
AAP
BRO
GGG
IRM
FDS
TPR
HAS
PLUG
ELS
IAC
MHK
LII
STLD
RPM
JKHY
TTC
CBOE
HST
MPW
BG
NCLH
UHS
CPT
BAH
LW
FFIV
OC
LPLA
LEA
PNR
TREX
BKI
CF
QGEN
CMA
CREE
FIVN
DISH
GL
AVLR
DAR
HSIC
NWL
WRB
BILL
WTRG
PRAH
RS
REG
MASI
FHN
IVZ
NWSA
EWBC
VER
AMH
CDAY
JLL
HUBB
TAP
DOX
TXG
RE
WU
GH
GLPI
CSL
FIVE
CHGG
MKSI
AMC
HEIA
RH
APO
Y
PFPT
DXC
AGNC
RGEN
NLSN
WAL
NI
JAZZ
MRO
RHI
PNW
AIZ
NET
AZPN
BEN
WSO
DT
ZNGA
CABO
ZION
UGI
FND
MIDD
DISCK
OLED
AFG
LAD
DECK
CPB
ST
AOS
NVAX
ATR
ACM
DVA
FWONK
CLF
BLDR
SAM
NBIX
TRGP
LAMR
SEE
COLD
BERY
SCI
ARW
AXON
CONE
KSS
OSK
HII
RGA
GNTX
MANH
JNPR
SMG
ARMK
EHC
FRT
KIM
ALK
G
AMED
JBL
GLOB
AGCO
WEX
GWRE
OHI
CUBE
PEN
RGLD
PVH
VOYA
USFD
STOR
VNO
UTHR
CIEN
ATUS
BFAM
ITT
BC
CBSH
CASY
KRC
APA
DCI
NNN
NRG
CPRI
VST
RNR
ESTC
PBCT
CHDN
IAA
CHE
SITE
ROL
PII
HRC
SLM
LECO
TOL
ARWR
AMG
HOG
LEG
PPD
EEFT
LSXMK
TCF
SNV
BYND
WWD
SEIC
ORI
LPX
TPX
ATH
LSCC
LSI
AA
BRKR
JEF
REXR
IPGP
MAT
RUN
FSLR
SF
IIVI
FRPT
OGE
X
NVST
BRKS
YETI
OLN
SRCL
MAN
STWD
NYT
HBI
EME
SYNH
NTRA
SON
XEC
OVV
SIRI
EXEL
WH
MDU
FL
FAF
VAC
ZG
AIRC
PNFP
DBX
PLAN
THC
POST
CFR
PB
STAA
CROX
BRX
TW
PLNT
TMX
BPOP
AXTA
AYI
THO
XLRN
SMAR
HQY
MRTX
CACI
MTZ
CDK
BLD
NXST
PCTY
RARE
GPS
COG
FR
FOXF
ACC
FFIN
DKS
UNM
PFGC
NOV
LSTR
WMS
TTEK
PRI
INGR
TXRH
PRGO
JBLU
NTNX
EXP
CNXC
COHR
DLB
SKX
SSB
HEI
VVV
LITE
M
LFUS
RXN
LHCG
BJ
NCR
SAIA
CC
HTA
MSA
OMCL
KBR
EGP
RDFN
FOX
KNX
VRT
EQT
ADS
BWXT
CHNG
STAG
EVR
AN
GBCI
RL
ARES
CLGX
SLAB
SRPT
FATE
DEI
HUN
RBC
MMS
FLS
GRUB
NYCB
APPS
SCCO
HALO
BEPC
OSH
CW
QRTEA
VLY
STL
FCNCA
TKR
CIT
ACHC
SLG
PACW
TNL
VNT
CUZ
WBS
BBIO
JCOM
SWAV
GMED
THG
NATI
SAIC
ESNT
ASH
TDC
HXL
SNX
GTLS
UBSI
ERIE
BL
AEO
SPR
PK
SRC
AWI
ESI
ASGN
NVRO
HELE
BYD
MORN
OZK
CHX
VMI
HFC
TWST
TNDM
WCC
CG
IDA
FEYE
INSP
VRNS
WSC
BPMC
DISCA
COR
AL
IART
CFX
VMEO
RYN
IBKR
PEGA
NEOG
SSD
AVNT
ROLL
NRZ
UHAL
ALSN
NVT
EXPO
PACB
UFPI
MTG
HL
FCN
IONS
PSTG
HLF
GPK
WTFC
POWI
VRM
FLO
QTWO
JBT
CAR
GT
CLH
UNVR
HE
CCMP
NOVT
ADNT
ACIW
HIW
AVT
QDEL
LAZ
MEDP
CR
SYNA
SEM
OLLI
KMPR
R
SONO
FTDR
HRB
UMBF
POR
IRDM
WING
TGNA
CRUS
TRIP
UPWK
SGMS
RPD
SABR
AIMC
AXS
HPP
TRNO
BKU
MSM
HWC
LOPE
RDN
BCPC
SIGI
ADC
FNB
BXMT
CRI
NFG
CHH
REZI
DNLI
UAA
BHF
NEO
IIPR
ITRI
EVBG
CBU
PDCE
PINC
HHC
HOMB
OMF
SMTC
LBRDA
UMPQ
QTS
ENSG
NJR
MTH
DAN
LIVN
RLI
XRX
FELE
HR
VIAV
WEN
CACC
SUM
TGTX
AYX
KBH
SAIL
AEIS
ENS
AMN
OGS
RHP
HGV
DDD
PNM
TMHC
LGIH
AZEK
MED
ICUI
NTLA
WK
PCH
BKH
GRA
CDNA
JBGS
ABG
ENV
BHVN
WRI
LSXMA
CBRL
EYE
LCII
PPBI
OSTK
FSLY
SPB
HLI
KEX
AQUA
BCO
COMM
EBC
RETA
EPR
DOC
PRG
CMC
FHB
SWX
CNO
JWN
MRCY
BOH
CBT
STAY
SXT
AGO
MSGS
ALRM
UA
NUVA
WLK
SAGE
SR
ALE
SIX
HASI
AJRD
WTS
ALKS
SAVE
KNSL
AIT
HAIN
EXLS
CNMD
MSTR
CRNC
ARNA
SBRA
LANC
ROG
HI
ARNC
TEX
KFY
WTM
NSIT
VC
OUT
NGVT
KTB
SLGN
ATKR
SFBS
AGIO
ETRN
SHOO
SIG
FUL
AR
LPSN
AUB
ASB
CLNY
VSH
UNF
LXP
ISBC
SHAK
TCBI
BLKB
NVTA
FCFS
ONB
ABCB
WDFC
CWST
GATX
TNET
MUSA
MUR
ATRC
AMBA
NAVI
ENR
SFIX
BFA
GKOS
EQC
NUS
TRTN
OMI
BBBY
NSP
RCII
ABM
APLE
BOX
ELY
UFS
VG
MDC
SWN
NWE
MRVI
APLS
NEWR
MMSI
CCOI
FHI
ONTO
KWR
CATY
SFNC
QLYS
BEAM
STMP
MGNI
BXS
COLM
MTDR
CDLX
SAFM
SPSC
CVET
KMT
MTX
CVLT
IBTX
HP
KTOS
FN
TPH
WWW
FCEL
COLB
DIOD
RAMP
ALGT
APPN
OFC
VSAT
GPI
ITGR
SCL
BOKF
NWS
PZZA
VRNT
PSB
ATI
ACA
CNX
NKTR
ALTR
ESGR
AWR
CMD
AVA
BMI
BECN
SFM
CNNE
RRR
DNB
OI
WD
H
TENB
ACI
CTB
FLOW
APG
WERN
ANF
SHO
FULT
MLHR
LTHM
AGR
ADPT
JWA
TRUP
SEAS
SMPL
PRMW
SC
MTSI
ORA
LMND
THS
PEB
SPXC
MIME
SNBR
HAE
SANM
MATX
APAM
PD
RRC
CVBF
MC
DORM
PAG
CWT
DCT
HLNE
NCNO
EAT
NHI
YELP
U
ONEM
JACK
WBT
URBN
DOOR
PLXS
KOD
FLR
FIX
CADE
BRC
FBP
INDB
SBH
ALLK
SLQT
FSS
JJSF
PCRX
AM
AEL
PDCO
UCBI
AX
NSA
MLI
MGEE
IBP
EPRT
MXL
IRBT
CLDR
CIM
CSOD
RLJ
FORM
FWRD
TDS
IDCC
RNST
HRI
CCS
AIN
CNK
EVTC
MDRX
AAON
BDN
SKYW
BIG
SKY
MOGA
EBS
COTY
UI
VSTO
GHC
RCM
VCYT
IOVA
PBH
TWOU
PFSI
CAKE
EPC
BCRX
IBOC
TPTX
FMBI
TRN
BLMN
WAFD
CPA
COOP
SJI
SHEN
MD
EGHT
REGI
WSFS
ACAD
RPAI
MIC
BOOT
BIGC
IOSP
FRME
MWA
CARG
WSBC
WWE
INSM
CRS
HTH
PRLB
GO
VIR
SHLS
KAR
VCEL
FBC
B
EDIT
ROCK
BCC
INOV
AVAV
CALX
NSTG
FFBC
UCTT
CDE
ITCI
HUBG
ARI
TSE
ARVN
MAC
CMP
TROX
WOR
RMBS
AVYA
PIPR
FOLD
NG
SASR
CWEN
KW
PTCT
SVMK
ESE
NEU
UPST
ODP
GBT
GTN
PDM
DY
CTRE
PGRE
SI
MANT
IGT
MGLN
AMKR
BIPC
THRM
NAV
HCSG
CORT
XHR
CELH
EAF
RIG
CWK
XPER
IRTC
BAND
LILAK
RUSHA
SM
TREE
SITC
CLR
LESL
HLIO
VGR
CENTA
UE
XNCR
NTCT
MAXR
FIBK
MDLA
GNW
WGO
KALU
GDOT
CXP
RKT
PRFT
HOME
SPCE
PLTK
BANR
FOCS
UNIT
WRE
INT
SDGR
TRMK
GWB
CYRX
COKE
RLGY
BLUE
BE
GVA
TOWN
APPF
DRH
SSTK
NMIH
NMRK
EGBN
HNI
AKR
LZB
AHCO
KN
PLAY
BDC
ARRY
PRGS
NTB
SRNE
MNRO
PFS
MYGN
PSMT
VRRM
CPK
TWO
MGRC
CVCO
MNR
MFA
ROIC
CORE
LOB
SHC
MHO
GMS
FCPT
TBK
LNN
CFFN
HSC
PATK
SPT
TTEC
SBCF
DRNA
BGS
OTTR
RVNC
ABR
PRO
GOLF
TWNK
NWBI
UNFI
SVC
DLX
JELD
SJW
BGCP
AAWW
GNL
EVRI
VRTS
OCDX
ARCB
MGNX
CASH
AVNS
WABC
FOE
MSGE
OSIS
HTLF
NPO
PTEN
FGEN
IRWD
PRAA
AXNX
HCAT
KRTX
KAI
ATGE
LMNX
SPWR
PMT
SWTX
MGY
PJT
NBTB
LAUR
VIRT
NWN
LGND
CSWI
ESRT
UIS
HOPE
CGNT
LGFB
SWCH
MEI
MODV
CBZ
SAVA
DOMO
PRK
MTOR
MCY
AAT
ARGO
CNS
WW
EVH
ZUO
STRA
OXM
CVA
PHR
ACCD
CMPR
OPCH
CATM
KRG
WHD
PLCE
ADT
EPAC
LNTH
DIN
AMRS
PGNY
MSEX
AXSM
VBTX
HMN
ICFI
ZNTL
VICR
IRT
AMWD
SKT
DK
RILY
USPH
WIRE
EPAY
NYMT
TTGT
DEA
STC
GRWG
IHRT
KAMN
BRKL
NOVA
RCKT
ILPT
ACLS
COHU
CLI
SGRY
SBGI
EHTH
PLMR
BPFH
AMCX
EVOP
ECPG
CNDT
EXPI
ICHR
TBBK
RLAY
CYTK
RAVN
ASTE
MBUU
JAMF
MTRN
NARI
JOE
SUPN
SYKE
AMRC
PTGX
OPK
GEF
CSII
REYN
ATSG
TPIC
AIR
IPAR
SBSI
KNL
LTC
ALLO
KURA
TNC
HA
FBNC
EB
CNA
UVV
GIII
USNA
SMCI
SATS
ENVA
HSKA
PBF
INO
INFN
GBIO
MDP
RPAY
TBIO
ALEX
BUSE
CSGS
SCS
GBX
OPI
SAFE
TGH
PLUS
LKFN
ALG
HIBB
SGMO
GPRO
PBI
TTMI
SNDR
XPEL
PRIM
PGTI
ECOL
SHYF
PPC
ENDP
BRMK
OII
AZZ
SAH
TUP
SILK
SNEX
GCP
FCF
QTRX
MODN
CWH
ELF
CDMO
TCBK
RWT
SCHN
SAFT
NTGR
DCPH
BHLB
MLAB
PAR
AXL
CMCO
IMGN
BKD
NBHC
CHCO
IMAX
BJRI
TFSL
AAN
ALGM
OCFC
ADUS
BHE
DRQ
LADR
EXTR
DCOM
BSIG
OCUL
DBI
CRMT
NNI
REAL
SWM
BALY
OEC
FIZZ
SYBT
GSHD
RGNX
BANF
HFWA
STBA
PRA
WOOF
AROC
GTES
LASR
RGR
LBRT
KRNY
EIG
TRS
FBK
NXRT
FARO
MCRB
KFRC
AMSF
SWBI
CTS
HURN
YEXT
RVMD
KOS
GLNG
OBNK
JYNT
MATW
DENN
SXI
CRY
MYRG
HRTX
MDGL
ANDE
BRBR
TVTY
PRTA
SITM
GFF
BLI
SSP
HEES
GPRE
DFIN
CYH
RCUS
LRN
CERT
POLY
TGI
FDP
ARCH
ATRA
CVGW
GES
CALM
EFSC
DRVN
AMTI
INGN
BKE
CAL
GRPN
TMP
LENB
FFWM
HCC
EBSB
OFG
MEG
DNOW
ROAD
CNOB
ASO
GCO
ADTN
INN
BRP
AIV
CLNE
DBD
FLGT
JRVR
KRA
CARS
FRO
KRYS
TBI
HZO
CUBI
CHCT
GTY
CDXS
PFC
STAR
GABC
VNDA
HMHC
SEB
MGPI
WNC
RAD
ANAT
APOG
WETF
VECO
VVNT
ZGNX
LGFA
MNKD
AI
YMAB
SLCA
ALXO
AFIN
KELYA
VCRA
FWONA
RDUS
MCRI
EFC
INVA
CSTL
NHC
CRVL
AGM
OPRX
IMKTA
RDNT
PRPL
HONE
WOW
TVTX
ASIX
LC
DDS
CEVA
HMST
MCFE
MRC
TCMD
ACCO
VREX
CVM
NVEE
AFMD
HNGR
PRDO
PFBC
NP
ABTX
PI
SCVL
UPLD
WKHS
LMAT
BCEI
QADA
USCR
DHC
BATRK
BV
NX
QCRH
ZUMZ
COWN
AVXL
CCF
MRTN
ANGO
ENTA
LOVE
PING
FMTX
NFBK
REPL
MTW
SPWH
DVAX
TBPH
IDT
STNG
RPT
AVID
PACK
SIBN
NTUS
CXW
ATRI
BZH
ECHO
PLOW
TILE
BMTC
CHEF
NCBS
CLBK
VRTV
SCHL
GPMT
SMP
ALVR
FRTA
QNST
PNTG
SGH
CPF
TEN
UHT
COLL
RUBY
QUOT
NBR
VVI
BCOR
GDEN
BPYU
ANNX
CERS
RICK
CLNC
PLAB
RNA
CHRS
LBAI
MMI
SLP
CRAI
GLDD
CRTX
CSR
NXGN
BANC
CBB
HTLD
ORBC
ATEC
MYE
HVT
TELL
VIVO
CWENA
PETQ
AGYS
SRI
GOOD
BNL
UVSP
SPNT
ALTA
MRSN
RUTH
UMH
SCSC
CTT
PSN
TRST
SRDX
CTRN
OMER
AERI
RC
FLWS
SXC
PUMP
GTHX
TRHC
AMPH
FBMS
CRSR
SRCE
SPNS
SP
PQG
TRTX
WASH
HBNC
HSII
AHH
PLRX
CNST
HTBK
AMBC
CNR
KPTI
BOOM
ALEC
MOD
AMWL
GRBK
MAX
RXT
AGX
UTL
EBIX
AGEN
CMRE
FRG
SFL
CFB
OFIX
WTRE
HY
GOGO
HLX
CCRN
AMEH
ANIK
SPTN
NRC
MNRL
KDMN
KROS
CMTL
BCOV
SWI
MORF
UUUU
UFCS
UEIC
HSTM
SRRK
OSPN
JBSS
TCRR
REVG
TCX
ARR
RYTM
CTMX
JOUT
HAFC
KOP
NEX
PEBO
ETH
TMDX
INSG
MVBF
ANAB
FFIC
CAC
VSTM
EPZM
HLIT
CENX
STEP
GCI
ARCT
MSBI
CAI
MSP
GEO
CVI
GRC
CLDT
TPB
FNKO
AXGN
CTBI
UBA
BY
LXFR
ASPN
DXPE
DHT
NRIX
GMRE
YORW
CIR
RIGL
IVR
LILA
ERII
CHUY
ARQT
RMR
WSBF
MRNS
ALBO
FOSL
NPTN
PGC
GTS
PARR
PTVE
HCI
HCCI
VIACA
OSUR
CUTR
UEC
KIDS
CASS
TCS
STRO
WRLD
FORR
WIFI
CLAR
HYFM
HEAR
LL
RMAX
ATEX
LDL
STRL
HTBI
INSW
MSGN
ACBI
SANA
IIIN
CNSL
VRS
VBIV
TPC
MBI
BMRC
ATRS
MBWM
THR
OOMA
ISEE
GLT
ALX
HWKN
CMO
AMRX
TMST
CIO
REX
CSV
SGFY
ACEL
FLIC
RCKY
MBIN
AUD
MCFT
RFL
TRNS
MCS
ATEN
FMBH
IDYA
ORIC
SNDX
ARLO
NLS
CBTX
TLS
SRG
GSBC
ATNI
FSP
TRUE
LIND
FROG
SNR
TDW
PAHC
AWH
NGMS
PGEN
IMVT
CONN
CPS
XENT
CENT
KREF
CHS
BFS
GERN
LQDT
VITL
MITK
PETS
AOSL
CCXI
LAND
BTU
RLMD
MCF
ZIOP
NWLI
WMK
DCO
EBF
OSW
ORGO
ALRS
FCBC
CPRX
ONEW
LUNG
APYX
PASG
KE
TITN
BVH
IBRX
PLYM
CLVS
PAE
ALGS
BBSI
NAT
GOCO
EGRX
CSTR
VEC
MOV
RRGB
INFU
CLW
OM
BCAB
STOK
IBCP
USM
BHB
ARDX
CRNX
CMBM
PMVP
RM
ALTG
NSSC
DGII
APEI
TSC
VRAY
VERU
AMSWA
THFF
AVD
MPAA
CARA
LOCO
TR
AKBA
OPY
FLXN
KYMR
BLFS
PAVM
AOUT
PRVB
UVE
ECOM
ESPR
AMTB
ARD
CPLG
DHIL
EQBK
SPNE
TIPT
CAMP
ATRO
GATO
SEER
NESR
VERI
EVER
NPK
FOR
CEIX
APR
SCU
MOFG
LORL
ICPT
NTST
AROW
MFNC
STXS
BNFT
RYAM
BLBD
RBCAA
SELB
PSNL
GDYN
WINA
CNXN
GAN
IIIV
TRC
LYTS
FMNB
MLR
RUSHB
HBIO
TLYS
KNSA
OTRK
ACRE
NKTX
IESC
KBAL
VOXX
HCKT
FISI
PHAT
DYN
TACO
PCVX
ICAD
PCYO
MEIP
CDXC
FLDM
VKTX
FPI
CLFD
ZIXI
AMSC
PDFS
DTIL
CCCC
CGEM
AKTS
OSBC
BLX
VHC
BFC
HARP
PRTS
FI
CATO
NNBR
AXTI
HT
HIFS
WTBA
OFLX
BOMN
BWB
GOSS
EGLE
KALV
SENEA
OIS
HAYN
CSTE
NGM
IGMS
FRST
RBBN
KRON
EXPR
VXRT
FC
SIGA
SMED
LUNA
ORC
GSKY
AMK
SYX
UNTY
FSBW
LPG
MCB
BRT
FRGI
GNTY
STTK
SPFI
CNBKA
VPG
APTS
QMCO
VSEC
GBL
EVC
RGP
FF
BRY
URGN
UFI
HMTV
OLMA
LE
DMTK
DSPG
HOFT
ANIP
CARE
SPRO
IPI
SBTX
ADVM
CMRX
LLNW
ATHA
TG
SPPI
DRRX
WTI
NCMI
SB
DMRC
SOI
WNEB
BOCH
CPSI
GEFB
ATOM
XBIT
FRPH
DX
EZPW
UFPT
RRBI
MCBS
CYBE
LMNR
CATC
ZYXI
PCSB
KNTE
WTTR
RBNC
HBT
LTRPA
IHC
LAWS
TSBK
SLCT
GALT
WLDN
RMBI
VAPO
IMXI
BTAI
FCBP
BCEL
PSTX
MASS
TSHA
PBYI
OCX
AMOT
PFIS
COFS
NWPX
KRO
AKRO
FDMT
DSP
AVIR
CIVB
PKBK
PRLD
NLTX
ITI
ARTNA
CRDA
CNTY
ZEUS
EBTC
XONE
ETNB
RVI
PKE
FBIO
PKOH
OLP
FDBC
GNSS
BSRR
FRBA
AJX
SYRS
LEVL
NVEC
GHL
SFST
MNSB
CCNE
BDSI
WSR
ATNX
EVLO
CRMD
ONTF
SSTI
CMCT
RES
EML
POWL
NR
ARAY
ATHX
STXB
BATRA
SIEN
FVCB
NRIM
FCCY
VMD
IBIO
CDZI
CZNC
CCBG
RGS
LNDC
LBC
OPRT
SUMO
EAR
PVAC
ESQ
UTMD
STFC
ESXB
TBNK
NODK
DSSI
TALO
MTEM
ITIC
ACTG
BFST
FRAF
GRTS
DJCO
MTRX
DHX
QTNT
BPRN
FREQ
MMAC
VWTR
MSON
RVSB
PDLB
INBX
SMBK
ISTR
AMNB
FRBK
TXMD
INZY
KDNY
RBB
CBAY
TCFC
ITOS
CTO
SMBC
MCBC
FNLC
CASA
GTYH
ESTE
MPB
TAST
GLRE
RLGT
CWCO
OVLY
FCAP
GDP
PCB
VOR
USX
GNK
AMAL
OPBK
BOLT
INS
FSTR
IVC
BCBP
CUE
NBN
ASC
CTSO
ESCA
EVBN
HBB
AGS
MGTX
HFFG
PEBK
DAKT
CVLG
IMMR
FGBI
PROS
MESA
EIGR
TISI
NWFL
NKSH
UBFO
NATR
HBMD
BCML
VRCA
PRTK
SPOK
PFBI
EGAN
FMAO
RAPT
RGCO
SCOR
HBCP
CURO
PRAX
PIRS
BFIN
VRA
CODX
EVI
HURC
USLM
SHBI
ADES
FIXX
FULC
LFVN
CLPR
FBIZ
AKUS
PTVCB
EEX
MGTA
PBIP
VYNE
KALA
AGRX
NATH
ATLO
KVHI
SMMF
FNWB
CIA
CECE
APT
WLFC
CRBP
AVRO
BRG
OVID
FLMN
HRTG
CVCY
ORRF
III
VTOL
DSKE
NBEV
ASPU
SGC
MRLN
AGLE
GPX
PLPC
OVBC
INBK
BDTX
CALA
BELFB
ACRX
RYI
BGSF
PLSE
BH
CHMA
CVLY
OYST
AAOI
LXRX
IIN
ODC
ACNB
STRS
LCNB
BWFG
EXTN
TYME
KIN
TREC
AXDX
CFFI
NDLS
PVBC
WVE
MG
AFIB
MAXN
GAIA
SNCR
JNCE
BYSI
ESGC
NERV
NC
CHMG
WMC
GWRS
MBIO
NETI
CHMI
SFE
GHM
PWOD
REV
GORO
LIVX
APLT
MLP
WEYS
LCUT
WHG
ESSA
XERS
TH
MRKR
KZR
ENZ
ULH
VLGEA
LCI
MNOV
PZN
DLTH
UBX
NXTC
SAMG
WTRH
DGICA
QUAD
TCDA
AC
ALCO
BCLI
DZSI
PAYS
ADMA
ASUR
SGA
SBT
BSGM
GENC
VYGR
SRGA
ASMB
EOLS
MPX
CORR
LJPC
ASPS
SCWX
OSG
GLYC
GCBC
NGVC
CASI
AAIC
UIHC
FARM
CNCE
SPKE
GTT
OPTN
EPM
LNSR
FNHC
INDT
LQDA
CYCN
SLDB
FLNT
SVRA
ADRO
NL
RMTI
ABEO
CLXT
APRE
VALU
CIX
ODT
REPH
ELOX
SIEB
SEAC
XFOR
WLL
EVFM
WLLAW
GTXI
WLLBW
P5N994
