gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,at,revt,sale,cik,costat,ggroup,gind,gsector,gsubind
001004,20110531,2010,INDL,C,D,STD,AIR,AAR CORP,USD,1703.7270,1775.7820,1775.7820,0000001750,A,2010,201010,20,20101010
001004,20120531,2011,INDL,C,D,STD,AIR,AAR CORP,USD,2195.6530,2074.4980,2074.4980,0000001750,A,2010,201010,20,20101010
001004,20130531,2012,INDL,C,D,STD,AIR,AAR CORP,USD,2136.9000,2167.1000,2167.1000,0000001750,A,2010,201010,20,20101010
001004,20140531,2013,INDL,C,D,STD,AIR,AAR CORP,USD,2199.5000,2035.0000,2035.0000,0000001750,A,2010,201010,20,20101010
001004,20150531,2014,INDL,C,D,STD,AIR,AAR CORP,USD,1515.0000,1594.3000,1594.3000,0000001750,A,2010,201010,20,20101010
001004,20160531,2015,INDL,C,D,STD,AIR,AAR CORP,USD,1442.1000,1662.6000,1662.6000,0000001750,A,2010,201010,20,20101010
001004,20170531,2016,INDL,C,D,STD,AIR,AAR CORP,USD,1504.1000,1767.6000,1767.6000,0000001750,A,2010,201010,20,20101010
001004,20180531,2017,INDL,C,D,STD,AIR,AAR CORP,USD,1524.7000,1748.3000,1748.3000,0000001750,A,2010,201010,20,20101010
001004,20190531,2018,INDL,C,D,STD,AIR,AAR CORP,USD,1517.2000,2051.8000,2051.8000,0000001750,A,2010,201010,20,20101010
001004,20200531,2019,INDL,C,D,STD,AIR,AAR CORP,USD,2079.0000,2089.3000,2089.3000,0000001750,A,2010,201010,20,20101010
001045,20101231,2010,INDL,C,D,STD,AAL,AMERICAN AIRLINES GROUP INC,USD,25088.0000,22170.0000,22170.0000,0000006201,A,2030,203020,20,20302010
001045,20111231,2011,INDL,C,D,STD,AAL,AMERICAN AIRLINES GROUP INC,USD,23848.0000,24022.0000,24022.0000,0000006201,A,2030,203020,20,20302010
001045,20121231,2012,INDL,C,D,STD,AAL,AMERICAN AIRLINES GROUP INC,USD,23510.0000,24855.0000,24855.0000,0000006201,A,2030,203020,20,20302010
001045,20131231,2013,INDL,C,D,STD,AAL,AMERICAN AIRLINES GROUP INC,USD,42278.0000,26712.0000,26712.0000,0000006201,A,2030,203020,20,20302010
001045,20141231,2014,INDL,C,D,STD,AAL,AMERICAN AIRLINES GROUP INC,USD,43771.0000,42650.0000,42650.0000,0000006201,A,2030,203020,20,20302010
001045,20151231,2015,INDL,C,D,STD,AAL,AMERICAN AIRLINES GROUP INC,USD,48415.0000,40990.0000,40990.0000,0000006201,A,2030,203020,20,20302010
001045,20161231,2016,INDL,C,D,STD,AAL,AMERICAN AIRLINES GROUP INC,USD,51274.0000,40180.0000,40180.0000,0000006201,A,2030,203020,20,20302010
001045,20171231,2017,INDL,C,D,STD,AAL,AMERICAN AIRLINES GROUP INC,USD,51396.0000,42207.0000,42207.0000,0000006201,A,2030,203020,20,20302010
001045,20181231,2018,INDL,C,D,STD,AAL,AMERICAN AIRLINES GROUP INC,USD,60580.0000,44541.0000,44541.0000,0000006201,A,2030,203020,20,20302010
001045,20191231,2019,INDL,C,D,STD,AAL,AMERICAN AIRLINES GROUP INC,USD,59995.0000,45768.0000,45768.0000,0000006201,A,2030,203020,20,20302010
001045,20201231,2020,INDL,C,D,STD,AAL,AMERICAN AIRLINES GROUP INC,USD,62008.0000,17337.0000,17337.0000,0000006201,A,2030,203020,20,20302010
001050,20101231,2010,INDL,C,D,STD,CECE,CECO ENVIRONMENTAL CORP,USD,74.7910,140.6020,140.6020,0000003197,A,2020,202010,20,20201050
001050,20111231,2011,INDL,C,D,STD,CECE,CECO ENVIRONMENTAL CORP,USD,79.3450,139.1920,139.1920,0000003197,A,2020,202010,20,20201050
001050,20121231,2012,INDL,C,D,STD,CECE,CECO ENVIRONMENTAL CORP,USD,94.1040,135.0520,135.0520,0000003197,A,2020,202010,20,20201050
001050,20131231,2013,INDL,C,D,STD,CECE,CECO ENVIRONMENTAL CORP,USD,348.5360,197.3170,197.3170,0000003197,A,2020,202010,20,20201050
001050,20141231,2014,INDL,C,D,STD,CECE,CECO ENVIRONMENTAL CORP,USD,414.3650,263.2170,263.2170,0000003197,A,2020,202010,20,20201050
001050,20151231,2015,INDL,C,D,STD,CECE,CECO ENVIRONMENTAL CORP,USD,598.8190,367.4220,367.4220,0000003197,A,2020,202010,20,20201050
001050,20161231,2016,INDL,C,D,STD,CECE,CECO ENVIRONMENTAL CORP,USD,498.6340,417.0110,417.0110,0000003197,A,2020,202010,20,20201050
001050,20171231,2017,INDL,C,D,STD,CECE,CECO ENVIRONMENTAL CORP,USD,438.5490,345.0510,345.0510,0000003197,A,2020,202010,20,20201050
001050,20181231,2018,INDL,C,D,STD,CECE,CECO ENVIRONMENTAL CORP,USD,392.5820,337.3390,337.3390,0000003197,A,2020,202010,20,20201050
001050,20191231,2019,INDL,C,D,STD,CECE,CECO ENVIRONMENTAL CORP,USD,408.6370,341.8690,341.8690,0000003197,A,2020,202010,20,20201050
001050,20201231,2020,INDL,C,D,STD,CECE,CECO ENVIRONMENTAL CORP,USD,419.3140,316.0110,316.0110,0000003197,A,2020,202010,20,20201050
001075,20101231,2010,INDL,C,D,STD,PNW,PINNACLE WEST CAPITAL CORP,USD,12362.7030,3263.6450,3263.6450,0000764622,A,5510,551010,55,55101010
001075,20111231,2011,INDL,C,D,STD,PNW,PINNACLE WEST CAPITAL CORP,USD,13111.0180,3241.3790,3241.3790,0000764622,A,5510,551010,55,55101010
001075,20121231,2012,INDL,C,D,STD,PNW,PINNACLE WEST CAPITAL CORP,USD,13379.6150,3301.8040,3301.8040,0000764622,A,5510,551010,55,55101010
001075,20131231,2013,INDL,C,D,STD,PNW,PINNACLE WEST CAPITAL CORP,USD,13508.6860,3454.6280,3454.6280,0000764622,A,5510,551010,55,55101010
001075,20141231,2014,INDL,C,D,STD,PNW,PINNACLE WEST CAPITAL CORP,USD,14313.5320,3491.6320,3491.6320,0000764622,A,5510,551010,55,55101010
001075,20151231,2015,INDL,C,D,STD,PNW,PINNACLE WEST CAPITAL CORP,USD,15028.2580,3495.4430,3495.4430,0000764622,A,5510,551010,55,55101010
001075,20161231,2016,INDL,C,D,STD,PNW,PINNACLE WEST CAPITAL CORP,USD,16004.2530,3498.6820,3498.6820,0000764622,A,5510,551010,55,55101010
001075,20171231,2017,INDL,C,D,STD,PNW,PINNACLE WEST CAPITAL CORP,USD,17019.0820,3565.2960,3565.2960,0000764622,A,5510,551010,55,55101010
001075,20181231,2018,INDL,C,D,STD,PNW,PINNACLE WEST CAPITAL CORP,USD,17664.2020,3691.2470,3691.2470,0000764622,A,5510,551010,55,55101010
001075,20191231,2019,INDL,C,D,STD,PNW,PINNACLE WEST CAPITAL CORP,USD,18479.2470,3471.2090,3471.2090,0000764622,A,5510,551010,55,55101010
001075,20201231,2020,INDL,C,D,STD,PNW,PINNACLE WEST CAPITAL CORP,USD,20020.4210,3586.9820,3586.9820,0000764622,A,5510,551010,55,55101010
001076,20101231,2010,INDL,C,D,STD,PRG,PROG HOLDINGS INC,USD,1502.0720,1876.8470,1876.8470,0001808834,A,4020,402020,40,40202010
001076,20111231,2011,INDL,C,D,STD,PRG,PROG HOLDINGS INC,USD,1735.1490,2024.0490,2024.0490,0001808834,A,4020,402020,40,40202010
001076,20121231,2012,INDL,C,D,STD,PRG,PROG HOLDINGS INC,USD,1812.9290,2222.5880,2222.5880,0001808834,A,4020,402020,40,40202010
001076,20131231,2013,INDL,C,D,STD,PRG,PROG HOLDINGS INC,USD,1827.1760,2234.6310,2234.6310,0001808834,A,4020,402020,40,40202010
001076,20141231,2014,INDL,C,D,STD,PRG,PROG HOLDINGS INC,USD,2456.8440,2725.2390,2725.2390,0001808834,A,4020,402020,40,40202010
001076,20151231,2015,INDL,C,D,STD,PRG,PROG HOLDINGS INC,USD,2658.8750,3179.7560,3179.7560,0001808834,A,4020,402020,40,40202010
001076,20161231,2016,INDL,C,D,STD,PRG,PROG HOLDINGS INC,USD,2615.7360,3207.7160,3207.7160,0001808834,A,4020,402020,40,40202010
001076,20171231,2017,INDL,C,D,STD,PRG,PROG HOLDINGS INC,USD,2692.2640,3383.7080,3383.7080,0001808834,A,4020,402020,40,40202010
001076,20181231,2018,INDL,C,D,STD,PRG,PROG HOLDINGS INC,USD,2826.6920,3828.9230,3828.9230,0001808834,A,4020,402020,40,40202010
001076,20191231,2019,INDL,C,D,STD,PRG,PROG HOLDINGS INC,USD,3297.8000,3947.6560,3947.6560,0001808834,A,4020,402020,40,40202010
001076,20201231,2020,INDL,C,D,STD,PRG,PROG HOLDINGS INC,USD,1317.4040,2484.5950,2484.5950,0001808834,A,4020,402020,40,40202010
001078,20101231,2010,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,59462.2660,35166.7210,35166.7210,0000001800,A,3510,351010,35,35101010
001078,20111231,2011,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,60276.8930,38851.2590,38851.2590,0000001800,A,3510,351010,35,35101010
001078,20121231,2012,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,67234.9440,39873.9100,39873.9100,0000001800,A,3510,351010,35,35101010
001078,20131231,2013,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,42953.0000,21848.0000,21848.0000,0000001800,A,3510,351010,35,35101010
001078,20141231,2014,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,41275.0000,20247.0000,20247.0000,0000001800,A,3510,351010,35,35101010
001078,20151231,2015,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,41247.0000,20405.0000,20405.0000,0000001800,A,3510,351010,35,35101010
001078,20161231,2016,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,52666.0000,20853.0000,20853.0000,0000001800,A,3510,351010,35,35101010
001078,20171231,2017,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,76250.0000,27390.0000,27390.0000,0000001800,A,3510,351010,35,35101010
001078,20181231,2018,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,67173.0000,30578.0000,30578.0000,0000001800,A,3510,351010,35,35101010
001078,20191231,2019,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,67887.0000,31904.0000,31904.0000,0000001800,A,3510,351010,35,35101010
001078,20201231,2020,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,72548.0000,34608.0000,34608.0000,0000001800,A,3510,351010,35,35101010
001161,20101231,2010,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,4964.0000,6494.0000,6494.0000,0000002488,A,4530,453010,45,45301020
001161,20111231,2011,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,4954.0000,6568.0000,6568.0000,0000002488,A,4530,453010,45,45301020
001161,20121231,2012,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,4000.0000,5422.0000,5422.0000,0000002488,A,4530,453010,45,45301020
001161,20131231,2013,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,4337.0000,5299.0000,5299.0000,0000002488,A,4530,453010,45,45301020
001161,20141231,2014,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,3767.0000,5506.0000,5506.0000,0000002488,A,4530,453010,45,45301020
001161,20151231,2015,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,3109.0000,3991.0000,3991.0000,0000002488,A,4530,453010,45,45301020
001161,20161231,2016,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,3321.0000,4272.0000,4272.0000,0000002488,A,4530,453010,45,45301020
001161,20171231,2017,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,3540.0000,5329.0000,5329.0000,0000002488,A,4530,453010,45,45301020
001161,20181231,2018,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,4556.0000,6475.0000,6475.0000,0000002488,A,4530,453010,45,45301020
001161,20191231,2019,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,6028.0000,6731.0000,6731.0000,0000002488,A,4530,453010,45,45301020
001161,20201231,2020,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,8962.0000,9763.0000,9763.0000,0000002488,A,4530,453010,45,45301020
001209,20100930,2010,INDL,C,D,STD,APD,AIR PRODUCTS & CHEMICALS INC,USD,13505.9000,9026.0000,9026.0000,0000002969,A,1510,151010,15,15101040
001209,20110930,2011,INDL,C,D,STD,APD,AIR PRODUCTS & CHEMICALS INC,USD,14290.7000,10082.0000,10082.0000,0000002969,A,1510,151010,15,15101040
001209,20120930,2012,INDL,C,D,STD,APD,AIR PRODUCTS & CHEMICALS INC,USD,16941.8000,9611.7000,9611.7000,0000002969,A,1510,151010,15,15101040
001209,20130930,2013,INDL,C,D,STD,APD,AIR PRODUCTS & CHEMICALS INC,USD,17850.1000,10180.4000,10180.4000,0000002969,A,1510,151010,15,15101040
001209,20140930,2014,INDL,C,D,STD,APD,AIR PRODUCTS & CHEMICALS INC,USD,17779.1000,10439.0000,10439.0000,0000002969,A,1510,151010,15,15101040
001209,20150930,2015,INDL,C,D,STD,APD,AIR PRODUCTS & CHEMICALS INC,USD,17438.1000,9894.9000,9894.9000,0000002969,A,1510,151010,15,15101040
001209,20160930,2016,INDL,C,D,STD,APD,AIR PRODUCTS & CHEMICALS INC,USD,18055.3000,9524.4000,9524.4000,0000002969,A,1510,151010,15,15101040
001209,20170930,2017,INDL,C,D,STD,APD,AIR PRODUCTS & CHEMICALS INC,USD,18467.2000,8187.6000,8187.6000,0000002969,A,1510,151010,15,15101040
001209,20180930,2018,INDL,C,D,STD,APD,AIR PRODUCTS & CHEMICALS INC,USD,19178.3000,8930.2000,8930.2000,0000002969,A,1510,151010,15,15101040
001209,20190930,2019,INDL,C,D,STD,APD,AIR PRODUCTS & CHEMICALS INC,USD,18942.8000,8918.9000,8918.9000,0000002969,A,1510,151010,15,15101040
001209,20200930,2020,INDL,C,D,STD,APD,AIR PRODUCTS & CHEMICALS INC,USD,25168.5000,8856.3000,8856.3000,0000002969,A,1510,151010,15,15101040
001230,20101231,2010,INDL,C,D,STD,ALK,ALASKA AIR GROUP INC,USD,5016.6000,3832.3000,3832.3000,0000766421,A,2030,203020,20,20302010
001230,20111231,2011,INDL,C,D,STD,ALK,ALASKA AIR GROUP INC,USD,5195.0000,4317.8000,4317.8000,0000766421,A,2030,203020,20,20302010
001230,20121231,2012,INDL,C,D,STD,ALK,ALASKA AIR GROUP INC,USD,5505.0000,4657.0000,4657.0000,0000766421,A,2030,203020,20,20302010
001230,20131231,2013,INDL,C,D,STD,ALK,ALASKA AIR GROUP INC,USD,5838.0000,4964.0000,4964.0000,0000766421,A,2030,203020,20,20302010
001230,20141231,2014,INDL,C,D,STD,ALK,ALASKA AIR GROUP INC,USD,6181.0000,5368.0000,5368.0000,0000766421,A,2030,203020,20,20302010
001230,20151231,2015,INDL,C,D,STD,ALK,ALASKA AIR GROUP INC,USD,6533.0000,5598.0000,5598.0000,0000766421,A,2030,203020,20,20302010
001230,20161231,2016,INDL,C,D,STD,ALK,ALASKA AIR GROUP INC,USD,9962.0000,5931.0000,5931.0000,0000766421,A,2030,203020,20,20302010
001230,20171231,2017,INDL,C,D,STD,ALK,ALASKA AIR GROUP INC,USD,10740.0000,7933.0000,7933.0000,0000766421,A,2030,203020,20,20302010
001230,20181231,2018,INDL,C,D,STD,ALK,ALASKA AIR GROUP INC,USD,10912.0000,8264.0000,8264.0000,0000766421,A,2030,203020,20,20302010
001230,20191231,2019,INDL,C,D,STD,ALK,ALASKA AIR GROUP INC,USD,12993.0000,8781.0000,8781.0000,0000766421,A,2030,203020,20,20302010
001230,20201231,2020,INDL,C,D,STD,ALK,ALASKA AIR GROUP INC,USD,14046.0000,3566.0000,3566.0000,0000766421,A,2030,203020,20,20302010
001234,20101231,2010,INDL,C,D,STD,ATRI,ATRION CORP,USD,134.6520,108.5690,108.5690,0000701288,A,3510,351010,35,35101020
001234,20111231,2011,INDL,C,D,STD,ATRI,ATRION CORP,USD,161.8950,117.7040,117.7040,0000701288,A,3510,351010,35,35101020
001234,20121231,2012,INDL,C,D,STD,ATRI,ATRION CORP,USD,155.8100,119.0620,119.0620,0000701288,A,3510,351010,35,35101020
001234,20131231,2013,INDL,C,D,STD,ATRI,ATRION CORP,USD,172.0660,131.9930,131.9930,0000701288,A,3510,351010,35,35101020
001234,20141231,2014,INDL,C,D,STD,ATRI,ATRION CORP,USD,171.5140,140.7620,140.7620,0000701288,A,3510,351010,35,35101020
001234,20151231,2015,INDL,C,D,STD,ATRI,ATRION CORP,USD,164.3360,145.7330,145.7330,0000701288,A,3510,351010,35,35101020
001234,20161231,2016,INDL,C,D,STD,ATRI,ATRION CORP,USD,182.5930,143.4870,143.4870,0000701288,A,3510,351010,35,35101020
001234,20171231,2017,INDL,C,D,STD,ATRI,ATRION CORP,USD,203.7800,146.5950,146.5950,0000701288,A,3510,351010,35,35101020
001234,20181231,2018,INDL,C,D,STD,ATRI,ATRION CORP,USD,231.2160,152.4480,152.4480,0000701288,A,3510,351010,35,35101020
001234,20191231,2019,INDL,C,D,STD,ATRI,ATRION CORP,USD,262.0310,155.0660,155.0660,0000701288,A,3510,351010,35,35101020
001234,20201231,2020,INDL,C,D,STD,ATRI,ATRION CORP,USD,266.8900,147.5910,147.5910,0000701288,A,3510,351010,35,35101020
001254,20101231,2010,INDL,C,D,STD,MATX,MATSON INC,USD,2495.0000,1646.0000,1646.0000,0000003453,A,2030,203030,20,20303010
001254,20111231,2011,INDL,C,D,STD,MATX,MATSON INC,USD,2544.0000,1722.0000,1722.0000,0000003453,A,2030,203030,20,20303010
001254,20121231,2012,INDL,C,D,STD,MATX,MATSON INC,USD,1174.3000,1560.0000,1560.0000,0000003453,A,2030,203030,20,20303010
001254,20131231,2013,INDL,C,D,STD,MATX,MATSON INC,USD,1248.3000,1637.2000,1637.2000,0000003453,A,2030,203030,20,20303010
001254,20141231,2014,INDL,C,D,STD,MATX,MATSON INC,USD,1401.8000,1714.2000,1714.2000,0000003453,A,2030,203030,20,20303010
001254,20151231,2015,INDL,C,D,STD,MATX,MATSON INC,USD,1669.8000,1884.9000,1884.9000,0000003453,A,2030,203030,20,20303010
001254,20161231,2016,INDL,C,D,STD,MATX,MATSON INC,USD,2015.5000,1941.6000,1941.6000,0000003453,A,2030,203030,20,20303010
001254,20171231,2017,INDL,C,D,STD,MATX,MATSON INC,USD,2247.5000,2046.9000,2046.9000,0000003453,A,2030,203030,20,20303010
001254,20181231,2018,INDL,C,D,STD,MATX,MATSON INC,USD,2430.4000,2222.8000,2222.8000,0000003453,A,2030,203030,20,20303010
001254,20191231,2019,INDL,C,D,STD,MATX,MATSON INC,USD,2845.4000,2203.1000,2203.1000,0000003453,A,2030,203030,20,20303010
001254,20201231,2020,INDL,C,D,STD,MATX,MATSON INC,USD,2900.6000,2383.3000,2383.3000,0000003453,A,2030,203030,20,20303010
001257,20101231,2010,INDL,C,D,STD,ALX,ALEXANDER'S INC,USD,1679.3000,241.3500,241.3500,0000003499,A,6010,601010,60,60101070
001257,20111231,2011,INDL,C,D,STD,ALX,ALEXANDER'S INC,USD,1771.3070,254.2520,254.2520,0000003499,A,6010,601010,60,60101070
001257,20121231,2012,INDL,C,D,STD,ALX,ALEXANDER'S INC,USD,1481.8100,191.3120,191.3120,0000003499,A,6010,601010,60,60101070
001257,20131231,2013,INDL,C,D,STD,ALX,ALEXANDER'S INC,USD,1457.7240,196.4590,196.4590,0000003499,A,6010,601010,60,60101070
001257,20141231,2014,INDL,C,D,STD,ALX,ALEXANDER'S INC,USD,1423.2160,200.8140,200.8140,0000003499,A,6010,601010,60,60101070
001257,20151231,2015,INDL,C,D,STD,ALX,ALEXANDER'S INC,USD,1447.8080,207.9150,207.9150,0000003499,A,6010,601010,60,60101070
001257,20161231,2016,INDL,C,D,STD,ALX,ALEXANDER'S INC,USD,1451.2300,226.9360,226.9360,0000003499,A,6010,601010,60,60101070
001257,20171231,2017,INDL,C,D,STD,ALX,ALEXANDER'S INC,USD,1632.3950,230.5740,230.5740,0000003499,A,6010,601010,60,60101070
001257,20181231,2018,INDL,C,D,STD,ALX,ALEXANDER'S INC,USD,1481.2570,232.8250,232.8250,0000003499,A,6010,601010,60,60101070
001257,20191231,2019,INDL,C,D,STD,ALX,ALEXANDER'S INC,USD,1265.5110,226.3500,226.3500,0000003499,A,6010,601010,60,60101070
001257,20201231,2020,INDL,C,D,STD,ALX,ALEXANDER'S INC,USD,1404.1380,209.9790,209.9790,0000003499,A,6010,601010,60,60101070
001266,20100930,2010,INDL,C,D,STD,ALCO,ALICO INC,USD,188.8170,79.7920,79.7920,0000003545,A,3020,302020,30,30202010
001266,20110930,2011,INDL,C,D,STD,ALCO,ALICO INC,USD,180.0350,98.5920,98.5920,0000003545,A,3020,302020,30,30202010
001266,20120930,2012,INDL,C,D,STD,ALCO,ALICO INC,USD,185.0830,127.1870,127.1870,0000003545,A,3020,302020,30,30202010
001266,20130930,2013,INDL,C,D,STD,ALCO,ALICO INC,USD,198.8400,101.6610,101.6610,0000003545,A,3020,302020,30,30202010
001266,20140930,2014,INDL,C,D,STD,ALCO,ALICO INC,USD,203.5670,88.6800,88.6800,0000003545,A,3020,302020,30,30202010
001266,20150930,2015,INDL,C,D,STD,ALCO,ALICO INC,USD,460.5800,153.1190,153.1190,0000003545,A,3020,302020,30,30202010
001266,20160930,2016,INDL,C,D,STD,ALCO,ALICO INC,USD,458.6620,144.1960,144.1960,0000003545,A,3020,302020,30,30202010
001266,20170930,2017,INDL,C,D,STD,ALCO,ALICO INC,USD,419.1820,129.8290,129.8290,0000003545,A,3020,302020,30,30202010
001266,20180930,2018,INDL,C,D,STD,ALCO,ALICO INC,USD,423.4220,81.2810,81.2810,0000003545,A,3020,302020,30,30202010
001266,20190930,2019,INDL,C,D,STD,ALCO,ALICO INC,USD,417.3880,122.2510,122.2510,0000003545,A,3020,302020,30,30202010
001266,20200930,2020,INDL,C,D,STD,ALCO,ALICO INC,USD,423.9370,92.5070,92.5070,0000003545,A,3020,302020,30,30202010
001274,20101231,2010,INDL,C,D,STD,Y,ALLEGHANY CORP,USD,6431.6990,990.5520,990.5520,0000775368,A,4030,403010,40,40301050
001274,20111231,2011,INDL,C,D,STD,Y,ALLEGHANY CORP,USD,6478.0890,1003.6370,1003.6370,0000775368,A,4030,403010,40,40301050
001274,20121231,2012,INDL,C,D,STD,Y,ALLEGHANY CORP,USD,22807.9670,4269.6720,4269.6720,0000775368,A,4030,403010,40,40301050
001274,20131231,2013,INDL,C,D,STD,Y,ALLEGHANY CORP,USD,23361.0880,4898.4540,4898.4540,0000775368,A,4030,403010,40,40301050
001274,20141231,2014,INDL,C,D,STD,Y,ALLEGHANY CORP,USD,23489.4360,5213.8090,5213.8090,0000775368,A,4030,403010,40,40301050
001274,20151231,2015,INDL,C,D,STD,Y,ALLEGHANY CORP,USD,22846.3330,5001.6780,5001.6780,0000775368,A,4030,403010,40,40301050
001274,20161231,2016,INDL,C,D,STD,Y,ALLEGHANY CORP,USD,23756.5910,6090.5190,6090.5190,0000775368,A,4030,403010,40,40301050
001274,20171231,2017,INDL,C,D,STD,Y,ALLEGHANY CORP,USD,25384.3170,6423.0550,6423.0550,0000775368,A,4030,403010,40,40301050
001274,20181231,2018,INDL,C,D,STD,Y,ALLEGHANY CORP,USD,25344.8960,6873.4600,6873.4600,0000775368,A,4030,403010,40,40301050
001274,20191231,2019,INDL,C,D,STD,Y,ALLEGHANY CORP,USD,26931.6040,9025.7160,9025.7160,0000775368,A,4030,403010,40,40301050
001274,20201231,2020,INDL,C,D,STD,Y,ALLEGHANY CORP,USD,28927.0100,8943.5190,8943.5190,0000775368,A,4030,403010,40,40301050
001300,20101231,2010,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,37834.0000,33370.0000,33370.0000,0000773840,A,2010,201050,20,20105010
001300,20111231,2011,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,39808.0000,36529.0000,36529.0000,0000773840,A,2010,201050,20,20105010
001300,20121231,2012,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,41853.0000,37665.0000,37665.0000,0000773840,A,2010,201050,20,20105010
001300,20131231,2013,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,45435.0000,39055.0000,39055.0000,0000773840,A,2010,201050,20,20105010
001300,20141231,2014,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,45451.0000,40306.0000,40306.0000,0000773840,A,2010,201050,20,20105010
001300,20151231,2015,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,49316.0000,38581.0000,38581.0000,0000773840,A,2010,201050,20,20105010
001300,20161231,2016,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,54146.0000,39302.0000,39302.0000,0000773840,A,2010,201050,20,20105010
001300,20171231,2017,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,59387.0000,40534.0000,40534.0000,0000773840,A,2010,201050,20,20105010
001300,20181231,2018,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,57773.0000,41802.0000,41802.0000,0000773840,A,2010,201050,20,20105010
001300,20191231,2019,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,58679.0000,36709.0000,36709.0000,0000773840,A,2010,201050,20,20105010
001300,20201231,2020,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,64586.0000,32637.0000,32637.0000,0000773840,A,2010,201050,20,20105010
001327,20100930,2010,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,1564.0520,1071.8490,1071.8490,0000004127,A,4530,453010,45,45301020
001327,20110930,2011,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,1890.3890,1418.9220,1418.9220,0000004127,A,4530,453010,45,45301020
001327,20120930,2012,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,2136.6460,1568.5810,1568.5810,0000004127,A,4530,453010,45,45301020
001327,20130930,2013,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,2333.1000,1792.0000,1792.0000,0000004127,A,4530,453010,45,45301020
001327,20140930,2014,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,2973.8000,2291.5000,2291.5000,0000004127,A,4530,453010,45,45301020
001327,20150930,2015,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,3719.4000,3258.4000,3258.4000,0000004127,A,4530,453010,45,45301020
001327,20160930,2016,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,3855.4000,3289.0000,3289.0000,0000004127,A,4530,453010,45,45301020
001327,20170930,2017,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,4573.6000,3651.4000,3651.4000,0000004127,A,4530,453010,45,45301020
001327,20180930,2018,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,4828.9000,3868.0000,3868.0000,0000004127,A,4530,453010,45,45301020
001327,20190930,2019,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,4839.6000,3376.8000,3376.8000,0000004127,A,4530,453010,45,45301020
001327,20200930,2020,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,5106.7000,3355.7000,3355.7000,0000004127,A,4530,453010,45,45301020
001380,20101231,2010,INDL,C,D,STD,HES,HESS CORP,USD,35396.0000,33862.0000,33862.0000,0000004447,A,1010,101020,10,10102020
001380,20111231,2011,INDL,C,D,STD,HES,HESS CORP,USD,39136.0000,38466.0000,38466.0000,0000004447,A,1010,101020,10,10102020
