yr_mo,fyear,tic,conm,cik,ggroup,gind,gsector,gsubind,log_assets,sales_growth,return_std,log_turnover,Skewness,Sharpe_Ratio,Securities,Total_Cases,securities_binary,litigation_binary
201512,2015.0,ALK,ALASKA AIR GROUP INC,766421.0,2030,203020,20,20302010,8.78462153484075,0.042846497764530554,6.579627437999999,15.061913055769645,32.57707249,0.030096786,0.0,1.0,0,1
201612,2016.0,ALK,ALASKA AIR GROUP INC,766421.0,2030,203020,20,20302010,9.20653313363323,0.0594855305466238,8.13515054,15.169127273302427,26.590472899999998,0.033926147999999996,0.0,2.0,0,1
201712,2017.0,ALK,ALASKA AIR GROUP INC,766421.0,2030,203020,20,20302010,9.281730368062856,0.3375484741190356,9.894904517999999,15.133959068089052,25.02879129,-0.020585132,0.0,0.0,0,0
201812,2018.0,ALK,ALASKA AIR GROUP INC,766421.0,2030,203020,20,20302010,9.297618380083243,0.04172444220345393,3.7512696919999997,15.459978684894477,51.51789017,-0.01460026,0.0,0.0,0,0
201912,2019.0,ALK,ALASKA AIR GROUP INC,766421.0,2030,203020,20,20302010,9.472166029882736,0.06256050338818973,3.960869012,14.910962859126734,47.96674654,0.020529214,0.0,0.0,0,0
202012,2020.0,ALK,ALASKA AIR GROUP INC,766421.0,2030,203020,20,20302010,9.550092936718967,-0.5938959116273773,10.15602295,15.724904162874772,12.24322756,-0.018621065,0.0,0.0,0,0
201112,2011.0,ATRI,ATRION CORP,701288.0,3510,351010,35,35101020,5.086947976945419,0.08414003997457829,25.11031966,9.371268036082466,23.93139586,0.01766985,0.0,0.0,0,0
201212,2012.0,ATRI,ATRION CORP,701288.0,3510,351010,35,35101020,5.0486373162292635,0.011537415890708932,10.13852525,9.022563964499264,61.44335492,0.001005489,0.0,0.0,0,0
201312,2013.0,ATRI,ATRION CORP,701288.0,3510,351010,35,35101020,5.147878124141637,0.10860728024054692,33.88399004,8.794218683679489,20.74844201,0.014444933,0.0,0.0,0,0
201412,2014.0,ATRI,ATRION CORP,701288.0,3510,351010,35,35101020,5.144664895927292,0.0664353412680976,21.33091737,9.07566546864958,43.28833996,0.013266791000000002,0.0,0.0,0,0
201512,2015.0,ATRI,ATRION CORP,701288.0,3510,351010,35,35101020,5.101913112423449,0.035314928744973814,29.70322662,9.845116639209799,37.32347041,0.004974585,0.0,0.0,0,0
201612,2016.0,ATRI,ATRION CORP,701288.0,3510,351010,35,35101020,5.20725963226724,-0.015411746138486199,42.78910965,9.617337639062423,30.12904464,0.008437803,0.0,0.0,0,0
201712,2017.0,ATRI,ATRION CORP,701288.0,3510,351010,35,35101020,5.317040980546139,0.02166049886052398,75.25609625,9.483872808823522,23.40707385,0.003984211,0.0,0.0,0,0
201812,2018.0,ATRI,ATRION CORP,701288.0,3510,351010,35,35101020,5.443352338555974,0.039926327637368315,60.85132931,9.978131095531895,32.21552462,0.004877498,0.0,0.0,0,0
201912,2019.0,ATRI,ATRION CORP,701288.0,3510,351010,35,35101020,5.568462817372453,0.017173068849706097,58.01863462,10.32669434212045,41.59133567,0.000264832,0.0,0.0,0,0
202012,2020.0,ATRI,ATRION CORP,701288.0,3510,351010,35,35101020,5.586836588492379,-0.04820528033224559,29.52643527,9.764914902672189,64.49762653,-0.003312909,0.0,0.0,0,0
201312,2013.0,MATX,MATSON INC,3453.0,2030,203030,20,20303010,7.129537904657005,0.04948717948717952,1.279122963,13.263472238364209,60.75256424,-0.019394902,0.0,0.0,0,0
201412,2014.0,MATX,MATSON INC,3453.0,2030,203030,20,20303010,7.245512404066225,0.04703151722452968,3.7628855469999998,13.442613312563905,21.59446494,0.12493635,0.0,0.0,0,0
201512,2015.0,MATX,MATSON INC,3453.0,2030,203030,20,20303010,7.4204591377599,0.09957997899894998,4.090004754,13.316793001469582,30.37649281,0.060368261,0.0,0.0,0,0
201612,2016.0,MATX,MATSON INC,3453.0,2030,203030,20,20303010,7.608622582557221,0.030081171414929078,2.65721489,13.466275015783701,42.70919165,-0.039859169,0.0,0.0,0,0
201712,2017.0,MATX,MATSON INC,3453.0,2030,203030,20,20303010,7.717573766345775,0.054233621755253494,2.6855739869999997,13.314235845360033,33.58406823,-0.05262742,0.0,0.0,0,0
201812,2018.0,MATX,MATSON INC,3453.0,2030,203030,20,20303010,7.795811131841509,0.08593482827690659,3.8732547139999998,13.276016219045005,26.63457676,-0.010339306999999999,0.0,0.0,0,0
201912,2019.0,MATX,MATSON INC,3453.0,2030,203030,20,20303010,7.953458934217067,-0.008862695699118352,2.304321423,12.880607689878136,48.7193318,0.105545598,0.0,0.0,0,0
202012,2020.0,MATX,MATSON INC,3453.0,2030,203030,20,20303010,7.97267289112615,0.08179383595842235,10.25036083,13.295258982500998,11.49666845,0.059222656,0.0,0.0,0,0
